Year,Month,Actual Temperature
1915,5,6.735
1915,6,10.921
1915,7,13.837
1915,8,9.86
1915,9,5.801
1915,10,-5.216
1915,11,-11.7
1915,12,-17.202
1916,1,-16.741
1916,2,-14.318
1916,3,-12.255
1916,4,-0.376
1916,5,3.547
1916,6,9.172
1916,7,11.494
1916,8,9.579
1916,9,4.744
1916,10,-1.325
1916,11,-12.474
1916,12,-19.989
1917,1,-20.267
1917,2,-11.336
1917,3,-7.579
1917,4,-2.409
1917,5,3.971
1917,6,9.13
1917,7,10.109
1917,8,10.126
1917,9,4.121
1917,10,-3.701
1917,11,-16.133
1917,12,-25.376
1918,1,-16.796
1918,2,-14.927
1918,3,-13.164
1918,4,-4.203
1918,5,3.314
1918,6,9.458
1918,7,12.98
1918,8,9.124
1918,9,5.051
1918,10,-2.762
1918,11,-13.675
1918,12,-15.994
1919,1,-19.37
1919,2,-11.011
1919,3,-8.975
1919,4,-0.89
1919,5,5.074
1919,6,9.118
1919,7,12.037
1919,8,9.723
1919,9,4.834
1919,10,-3.151
1919,11,-12.09
1919,12,-17.062
1920,1,-20.398
1920,2,-7.784
1920,3,-12.624
1920,4,-5.438
1920,5,2.63
1920,6,8.568
1920,7,10.088
1920,8,8.588
1920,9,3.421
1920,10,-4.805
1920,11,-11.088
1920,12,-15.52
1921,1,-20.88
1921,2,-15.991
1921,3,-7.33
1921,4,-2.466
1921,5,3.955
1921,6,10.314
1921,7,10.757
1921,8,10.611
1921,9,3.863
1921,10,-3.538
1921,11,-11.145
1921,12,-14.484
1922,1,-14.601
1922,2,-13.77
1922,3,-12.713
1922,4,-2.304
1922,5,3.592
1922,6,8.857
1922,7,10.019
1922,8,8.945
1922,9,3.966
1922,10,-0.12
1922,11,-11.262
1922,12,-15.734
1923,1,-19.022
1923,2,-9.968
1923,3,-9.628
1923,4,-1.43
1923,5,4.647
1923,6,9.41
1923,7,12.829
1923,8,12.368
1923,9,4.849
1923,10,1.23
1923,11,-8.109
1923,12,-19.088
1924,1,-15.963
1924,2,-13.246
1924,3,-4.508
1924,4,-7.145
1924,5,4.596
1924,6,10.363
1924,7,10.35
1924,8,9.359
1924,9,4.16
1924,10,-5.704
1924,11,-7.853
1924,12,-17.854
1925,1,-22.628
1925,2,-17.357
1925,3,-8.082
1925,4,-2.264
1925,5,4.817
1925,6,8.722
1925,7,11.08
1925,8,10.304
1925,9,6.01
1925,10,1.261
1925,11,-7.379
1925,12,-16.812
1926,1,-7.774
1926,2,-13.505
1926,3,-2.051
1926,4,1.194
1926,5,6.117
1926,6,11.751
1926,7,12.465
1926,8,10.894
1926,9,7.229
1926,10,-0.275
1926,11,-7.018
1926,12,-15.968
1927,1,-15.395
1927,2,-10.967
1927,3,-11.06
1927,4,-6.298
1927,5,4.167
1927,6,9.345
1927,7,12.182
1927,8,9.471
1927,9,3.954
1927,10,-5.182
1927,11,-16.211
1927,12,-15.999
1928,1,-13.293
1928,2,-8.996
1928,3,-11.053
1928,4,-2.327
1928,5,4.013
1928,6,9.55
1928,7,10.457
1928,8,8.816
1928,9,2.999
1928,10,-3.376
1928,11,-8.723
1928,12,-11.578
1929,1,-11.929
1929,2,-9.437
1929,3,-11.83
1929,4,-4.366
1929,5,3.871
1929,6,9.853
1929,7,10.595
1929,8,9.08
1929,9,7.428
1929,10,-2.16
1929,11,-7.104
1929,12,-17.104
1930,1,-15.131
1930,2,-19.063
1930,3,-10.598
1930,4,-2.907
1930,5,3.893
1930,6,8.627
1930,7,11.209
1930,8,10.324
1930,9,3.899
1930,10,-3.638
1930,11,-12.839
1930,12,-10.47
1931,1,-11.42
1931,2,-9.797
1931,3,-8.606
1931,4,-1.63
1931,5,3.429
1931,6,9.53
1931,7,10.557
1931,8,10.248
1931,9,4.553
1931,10,-3.618
1931,11,-8.205
1931,12,-15.916
1932,1,-22.053
1932,2,-19.061
1932,3,-5.653
1932,4,-0.036
1932,5,3.258
1932,6,8.264
1932,7,11.175
1932,8,8.779
1932,9,3.751
1932,10,-1.476
1932,11,-15.653
1932,12,-15.145
1933,1,-23.536
1933,2,-14.962
1933,3,-9.974
1933,4,-1.058
1933,5,5.115
1933,6,8.445
1933,7,11.732
1933,8,9.045
1933,9,3.703
1933,10,-6.442
1933,11,-9.57
1933,12,-24.037
1934,1,-20.999
1934,2,-6.74
1934,3,-8.265
1934,4,-0.599
1934,5,4.146
1934,6,9.229
1934,7,10.399
1934,8,9.807
1934,9,5.791
1934,10,-1.484
1934,11,-9.777
1934,12,-13.219
1935,1,-18.567
1935,2,-8.522
1935,3,-10.229
1935,4,-1.147
1935,5,4.291
1935,6,9.99
1935,7,11.637
1935,8,8.79
1935,9,4.058
1935,10,-4.363
1935,11,-11.659
1935,12,-15.704
1936,1,-13.981
1936,2,-15.47
1936,3,-11.171
1936,4,-2.393
1936,5,4.08
1936,6,12.814
1936,7,12.577
1936,8,11.351
1936,9,4.326
1936,10,-0.109
1936,11,-7.451
1936,12,-19.294
1937,1,-12.976
1937,2,-17.986
1937,3,-9.766
1937,4,-2.862
1937,5,3.588
1937,6,10.017
1937,7,11.283
1937,8,9.202
1937,9,5.839
1937,10,0.116
1937,11,-9.677
1937,12,-16.848
1938,1,-18.196
1938,2,-14.456
1938,3,-9.01
1938,4,0.249
1938,5,4.014
1938,6,8.203
1938,7,10.248
1938,8,9.916
1938,9,5.994
1938,10,0.107
1938,11,-10.694
1938,12,-13.949
1939,1,-18.232
1939,2,-12.005
1939,3,-10.863
1939,4,-2.353
1939,5,3.498
1939,6,9.617
1939,7,10.831
1939,8,8.095
1939,9,4.677
1939,10,-5.754
1939,11,-13.638
1939,12,-13.141
1940,1,-12.838
1940,2,-9.901
1940,3,-7.879
1940,4,2.24
1940,5,6.008
1940,6,10.358
1940,7,12.043
1940,8,10.217
1940,9,4.929
1940,10,-1.809
1940,11,-10.041
1940,12,-13.77
1941,1,-16.685
1941,2,-8.65
1941,3,-5.116
1941,4,0.78
1941,5,4.455
1941,6,10.769
1941,7,10.607
1941,8,11.797
1941,9,5.159
1941,10,-4.283
1941,11,-13.475
1941,12,-15.326
1942,1,-11.1
1942,2,-6.149
1942,3,-9.391
1942,4,-0.895
1942,5,6.425
1942,6,9.99
1942,7,11.491
1942,8,9.953
1942,9,7.045
1942,10,-1.619
1942,11,-14.154
1942,12,-22.749
1943,1,-20.192
1943,2,-9.87
1943,3,-8.954
1943,4,-1.498
1943,5,5.118
1943,6,10.904
1943,7,10.805
1943,8,9.167
1943,9,4.557
1943,10,-1.026
1943,11,-6.259
1943,12,-10.435
1944,1,-14.602
1944,2,-7.369
1944,3,-9.96
1944,4,-3.773
1944,5,4.463
1944,6,10.272
1944,7,11.849
1944,8,9.935
1944,9,5.174
1944,10,-1.262
1944,11,-9.583
1944,12,-13.448
1945,1,-9.057
1945,2,-10.407
1945,3,-9.17
1945,4,-3.869
1945,5,2.667
1945,6,9.118
1945,7,11.615
1945,8,9.186
1945,9,4.641
1945,10,-3.256
1945,11,-15.981
1945,12,-15.401
1946,1,-14.339
1946,2,-13.251
1946,3,-13.692
1946,4,-3.725
1946,5,3.797
1946,6,10.155
1946,7,12.217
1946,8,9.001
1946,9,4.969
1946,10,-1.067
1946,11,-13.811
1946,12,-21.181
1947,1,-25.704
1947,2,-10.84
1947,3,-5.274
1947,4,-1.84
1947,5,4.739
1947,6,9.168
1947,7,12.425
1947,8,9.164
1947,9,4.085
1947,10,-2.519
1947,11,-7.299
1947,12,-10.854
1948,1,-13.679
1948,2,-16.274
1948,3,-11.441
1948,4,-4.906
1948,5,4.285
1948,6,9.963
1948,7,10.511
1948,8,8.065
1948,9,3.46
1948,10,-2.578
1948,11,-14.998
1948,12,-20.939
1949,1,-16.798
1949,2,-19.102
1949,3,-5.426
1949,4,-4.389
1949,5,2.991
1949,6,7.511
1949,7,10.645
1949,8,9.34
1949,9,6.116
1949,10,-2.449
1949,11,-7.833
1949,12,-20.471
1950,1,-19.305
1950,2,-18.156
1950,3,-5.7
1950,4,-1.676
1950,5,4.282
1950,6,9.143
1950,7,11.307
1950,8,11.374
1950,9,5.317
1950,10,-3.646
1950,11,-15.64
1950,12,-16.427
1951,1,-20.059
1951,2,-15.56
1951,3,-14.175
1951,4,-0.077
1951,5,5.426
